#Table 4 from Sanderson et al. 2013 (https://arxiv.org/pdf/1212.1613); These Clusters are also included in Gonzalez et al. 2013 

# Cluster M_2500 [10^14 M_sun] M_500 [10^14 Msun] r_2500 [kpc] r_500 [kpc] fgas(<r_2500) fgas(<r_500) alpha^a
Abell 2401 0.34 ± 0.05 0.91 ± 0.08 282 ± 15 672 ± 20 0.047 ± 0.003 0.073 ± 0.009 −0.48 ± 0.17
Abell 2955 0.28 ± 0.06 0.88 ± 0.13 260 ± 17 656 ± 32 0.036 ± 0.002 0.064 ± 0.005 −0.14 ± 0.01
Abell S0296 0.48 ± 0.12 1.4 ± 0.21 315 ± 27 772 ± 39 0.039 ± 0.003 0.065 ± 0.008 −0.29 ± 0.25
Abell 2984 0.37 ± 0.07 1.3 ± 0.35 286 ± 20 738 ± 66 0.087 ± 0.004 0.096 ± 0.014 −0.32 ± 0.10
Abell S84 1 ± 0.18 3.7 ± 0.96 399 ± 23 1054 ± 85 0.080 ± 0.015 0.075 ± 0.019 −0.47 ± 0.11
